,Headlines,Summary,Time,ner_text,GPE,LOC,PERSON,ORG,DATE,Type of Crime
637,Man dies in Khuzdar road accident,"KHUZDAR: A man was killed and another injured in a road accident near Acharabad area of Khuzdar district on... 
    ",2016-03-15,"[KHUZDAR, Acharabad, Khuzdar]","['Acharabad', 'Khuzdar']",[],[],['KHUZDAR'],[],"['Murder', 'Assault']"
638,Two suspected militants killed in Kech,"GWADAR: Two suspected militants were killed in an exchange of fire with security forces in Zardaan area of Kech... 
    ",2016-03-21,"[GWADAR, Two, Zardaan, Kech]","['Zardaan', 'Kech']",[],[],['GWADAR'],[],[]
639,Man shot dead,"DERA MURAD JAMALI: A man was shot dead in Goth Aziz Lehri Nasirabad district on Sunday.According to police, Ali... 
    ",2016-03-21,"[DERA MURAD JAMALI, Goth Aziz, Lehri Nasirabad, Sunday, Ali]",[],['Lehri Nasirabad'],"['DERA MURAD JAMALI', 'Goth Aziz', 'Ali']",[],['Sunday'],[]
640,Two gangsters killed in shootout ,"KARACHI: Two suspected gangsters were killed in a shootout with police in Mochko area of the city on Thursday. An... 
    ",2016-04-01,"[KARACHI, Two, Mochko, Thursday]","['KARACHI', 'Mochko']",[],[],[],['Thursday'],[]
641,"Former ETPB chairman arrested in Dubai, handed over to Interpol","Hashmi has reportedly been arrested by the Dubai police, which handed him over to Interpol. 
    ",2016-04-06,"[Hashmi, Dubai, Interpol]",['Dubai'],[],[],"['Hashmi', 'Interpol']",[],[]
642,Police kill two militants,"KARACHI: Two suspected militants were killed in a shootout with police in Gulshan-i-Maymar area on Tuesday night. ... 
    ",2016-04-06,"[KARACHI, Two, Gulshan-i-Maymar, Tuesday, night]",['KARACHI'],[],[],['Gulshan-i-Maymar'],['Tuesday'],['Murder']
643,Police sub-inspector shot dead,"QUETTA: A police sub-inspector was shot dead in Killi Geo, a locality on the outskirts of the city, on ... 
    ",2016-04-06,"[QUETTA, Killi Geo]",['QUETTA'],[],['Killi Geo'],[],[],['Murder']
644,Accident claims three lives,"KHUZDAR: Three pilgrims were killed and 20 others injured when a coach taking them to Shah Noorani overturned on... 
    ",2016-04-11,"[KHUZDAR, Three, 20, Shah Noorani]",[],[],['Shah Noorani'],['KHUZDAR'],[],[]
645,11 injured in rain-related incidents,"QUETTA: At least 11 people, a woman and children among them, were injured in rain-related incidents in Zhob and... 
    ",2016-04-11,"[QUETTA, At least 11, Zhob]","['QUETTA', 'Zhob']",[],[],[],[],[]
646,3 workers die in wall collapse ,"QUETTA: Three labourers were killed when the wall of an under-construction building collapsed on them in Chaman on... 
    ",2016-04-25,"[QUETTA, Three, Chaman]",['QUETTA'],[],['Chaman'],[],[],['Murder']
647,"Three labourers kidnapped, another injured","DERA MURAD JAMALI: Three labourers were kidnapped from Goth Hassan Bhangar in Nasirabad district on Wednesday, ... 
    ",2016-05-19,"[DERA MURAD JAMALI, Three, Goth Hassan Bhangar, Nasirabad, Wednesday]",['Nasirabad'],[],"['DERA MURAD JAMALI', 'Goth Hassan Bhangar']",[],['Wednesday'],['Kidnapping']
648,12 faint in Nasirabads sweltering heat ,"DERA MURAD JAMALI: At least 12 people fainted because of scorching heat as the temperature rose to 50 degrees ... 
    ",2016-05-23,"[DERA MURAD JAMALI, At least 12, 50 degrees]",[],[],['DERA MURAD JAMALI'],[],[],[]
649,Accident leaves 8 dead,"QUETTA: Eight people, including a woman, were killed and 38 others injured when a coach carrying a wedding party... 
    ",2016-05-23,"[QUETTA, Eight, 38]",['QUETTA'],[],[],[],[],[]
650,Two militants killed in Karachi,"The suspected militants were allegedly involved in the murder of an MQM lawmaker and over 20 others, including police. 
    ",2016-05-29,"[MQM, over 20]",[],[],[],['MQM'],[],['Fraud']
651,Three Pakistani brothers held in Spain ,"MADRID: Spanish police arrested on Friday three Pakistani brothers suspected of spreading extremist propaganda via... 
    ",2016-07-02,"[MADRID, Spanish, Friday three, Pakistani]",['MADRID'],[],[],[],['Friday three'],[]
652,Five injured in IED blast  ,"MINGORA: Four policemen and a child were injured when a police van was hit by an improvised explosive device (IED)... 
    ",2016-07-13,"[Four, IED]",['IED'],[],[],[],[],['Terrorism']
653,What severed Christian mans hands  religion or accident? ,"Masih says that some Muslim men had chopped his hands off for not converting to Islam, police doubt his version. 
    ",2016-07-13,"[Masih, Muslim, Islam]",[],[],[],"['Masih', 'Islam']",[],[]
654,Blast in Gwadar,"QUETTA: A bomb exploded near the Governor House in Gwadar on Wednesday.The bomb was planted on a motorcycle in front... 
    ",2016-07-21,"[QUETTA, the Governor House, Gwadar, Wednesday]",['QUETTA'],[],['Gwadar'],[],['Wednesday'],['Terrorism']
655,Nine suspects arrested in Balochistan raids,"QUETTA: Frontier Corps and police arrested nine suspects and seized illegal arms and ammunition during raids... 
    ",2016-07-26,"[QUETTA, Frontier Corps, nine]",['QUETTA'],[],[],['Frontier Corps'],[],[]
656,Three die as truck hits rickshaw,"QUETTA: Two women and a child were killed and six others injured when a dumper truck carrying earth for a... 
    ",2016-07-26,"[QUETTA, Two, six]",['QUETTA'],[],[],[],[],"['Murder', 'Assault']"
657,Tribal elder killed in Hub,"Armed men barged into the house of Mr Bizenjo near Asad Chowk and opened fire on him, a police official said. 
    ",2016-07-28,"[Bizenjo, Asad Chowk]",[],[],"['Bizenjo', 'Asad Chowk']",[],[],[]
658,Four FC men among seven injured in Quetta bomb blast,"QUETTA: Seven people, including four personnel of the Frontier Corps, were injured in a bomb blast near the Sariab... 
    ",2016-07-28,"[QUETTA, Seven, four, the Frontier Corps, Sariab]","['QUETTA', 'Sariab']",[],[],['the Frontier Corps'],[],['Terrorism']
659,"SHO killed, three officials injured in Swabi attacks","SWABI: An additional SHO was shot dead by assailants on a motorcycle while three police personnel were injured in an... 
    ",2016-08-16,"[SHO, three]",[],[],[],['SHO'],[],['Murder']
660,Five killed in attack; four bodies found,"QUETTA: Five people, including a woman, were killed in Harnai district and bodies of four kidnap victims were found... 
    ",2016-08-21,"[QUETTA, Five, Harnai, four]","['QUETTA', 'Harnai']",[],[],[],[],['Murder']
661,Four die as transmission wire falls in Khuzdar,"KHUZDAR: Two women and two children were killed and three others injured when a wire from a high-po­wer ... 
    ",2016-09-06,"[KHUZDAR, Two, two, three]",[],[],[],['KHUZDAR'],[],['Kidnapping']
662,"ASI, son shot dead","KHUZDAR: A policeman, his son and a Levies official were shot dead in different incidents in Mastung late on Monday.... 
    ",2016-09-06,"[KHUZDAR, Mastung, Monday]",['Mastung'],[],[],['KHUZDAR'],['Monday'],['Murder']
663,Two militants' killed in Swabi encounter,"SWABI: Two suspected militants were killed and a police officer was injured in an encounter here on Friday. Talking... 
    ",2016-09-10,"[Two, Friday]",[],[],[],[],['Friday'],[]
664,Man gunned down,"KHUZDAR: Assailants riding a motorbike gunned down a man here on Friday evening, police officials said. Abdul Rehman... 
    ",2016-09-10,"[KHUZDAR, Friday, evening, Abdul Rehman]",[],[],['Abdul Rehman'],['KHUZDAR'],['Friday'],[]
665,Man shot dead in Karachi,"KARACHI: A member of Bohra community was shot dead and another injured in North Nazimabad area here on Friday night,... 
    ",2016-09-10,"[KARACHI, Bohra, North Nazimabad, Friday night]",[],['North Nazimabad'],[],['KARACHI'],[],['Murder']
666,Samia Shahid murder case adjourned,"JHELUM: A court on Saturday adjourned the case of a British-Pakistani womans murder until Sept 23 to give police... 
    ",2016-09-18,"[JHELUM, Saturday, British, Sept 23]",[],[],[],['JHELUM'],"['Saturday', 'Sept 23']",[]
667,Man commits suicide,"DERA MURAD JAMALI: A man committed suicide in the Goth Khan Cot area of Nasirabad district on Saturday. Gul Muhammad... 
    ",2016-09-18,"[DERA MURAD JAMALI, Nasirabad, Saturday, Gul Muhammad]",['Nasirabad'],[],"['DERA MURAD JAMALI', 'Gul Muhammad']",[],['Saturday'],[]
668,"Militant killed, another injured","GWADAR: A suspected militant was killed and another was injured and arrested after an exchange of fire with police ... 
    ",2016-09-21,[GWADAR],[],[],[],['GWADAR'],[],"['Murder', 'Assault']"
669,Quetta shooting: body handed over to heirs,"QUETTA: The body of a woman killed in firing at a bus by unknown men on Kirani road was handed over to her heirs... 
    ",2016-10-07,"[QUETTA, Kirani]",['QUETTA'],[],['Kirani'],[],[],[]
670,Soldier killed in Mohmand blast,"GHALANAI: A security man was killed and five others were injured in two bomb blasts in the Mohmand tribal region on... 
    ",2016-10-17,"[GHALANAI, five, two, Mohmand]",['Mohmand'],[],['GHALANAI'],[],[],[]
671,"Two suspects killed, five arrested in search operation","GWADAR: Two suspected militants were killed and five others arrested by security personnel during a search operation... 
    ",2016-10-17,"[GWADAR, Two, five]",[],[],[],['GWADAR'],[],[]
672,Two militants killed in Quetta encounter,"QUETTA: Two suspected militants were killed and 11 arrested during combing operations launched by security forces in... 
    ",2016-10-17,"[QUETTA, Two, 11]",['QUETTA'],[],[],[],[],[]
673,Altafs loyalists take to streets in Azizabad,"Rangers and police denied a majority of them entry to the Yadgar-i-Shuhada ground. 
    ",2016-10-21,[],[],[],[],[],[],[]
674,Two die as vehicle hits landmine,"QUETTA: Two people died and nine other members of their family suffered injuries on Thursday after the pickup truck... 
    ",2016-10-21,"[QUETTA, Two, nine, Thursday]",['QUETTA'],[],[],[],['Thursday'],[]
675,Two held over Jacobabad suicide blast,"KARACHI: Sindh Rangers on Saturday arrested two suspected militants involved in the Muharram suicide bomb attack in... 
    ",2016-10-23,"[KARACHI, Sindh Rangers, Saturday, two, Muharram]","['KARACHI', 'Muharram']",[],[],['Sindh Rangers'],['Saturday'],['Terrorism']
676,Four alleged militants killed,"GWADAR: Four suspected militants were killed and two personnel of Frontier Corps suffered injuries in a gun battle ... 
    ",2016-11-03,"[GWADAR, Four, two, Frontier Corps]",[],[],[],"['GWADAR', 'Frontier Corps']",[],[]
677,Amnesty demands probe into killing of Indian Muslim prisoners,"An independent investigation must determine if the police extra-judicially executed the prisoners: Amnesty. 
    ",2016-11-03,[],[],[],[],[],[],[]
678,Three killed in encounter,"KARACHI: Pakistan Rangers Sindh on Wednesday night claimed to have killed three suspected militants in an... 
    ",2016-11-10,"[KARACHI, Pakistan Rangers Sindh, Wednesday night, three]",['KARACHI'],[],[],['Pakistan Rangers Sindh'],[],[]
679,Kidnappers kill two,"QUETTA: Two men kidnapped from the Saangan area of Sibi district were found killed on Wednesday, while eight others... 
    ",2016-11-24,"[QUETTA, Two, Saangan, Sibi, Wednesday, eight]","['QUETTA', 'Saangan', 'Sibi']",[],[],[],['Wednesday'],['Kidnapping']
680,Security man dies in blast,"GHALANAI: A man of the local Khasadar force was killed on Wednesday as an improvised explosive device (IED) went off... 
    ",2016-11-24,"[GHALANAI, Khasadar, Wednesday, IED]",['IED'],[],['GHALANAI'],['Khasadar'],['Wednesday'],['Terrorism']
681,"Ex-governor, 4 others injured","QUETTA: A former governor of Balochistan, Syed Fazal Agha, and four other people were injured in a road accident on... 
    ",2016-12-11,"[QUETTA, Balochistan, Syed Fazal Agha, four]","['QUETTA', 'Balochistan']",[],['Syed Fazal Agha'],[],[],[]
682,Two shot dead in Awaran,"KHUZDAR: Two persons, including an elected member of the Municipal Committee Awaran, were gunned down by ... 
    ",2016-12-13,"[KHUZDAR, Two, the Municipal Committee Awaran]",[],[],[],"['KHUZDAR', 'the Municipal Committee Awaran']",[],['Murder']
683,Grenade found near church,"QUETTA: A terrorism bid was foiled by the police after a hand-grenade found in a garbage dump next to a church was... 
    ",2016-12-13,[QUETTA],['QUETTA'],[],[],[],[],[]
684,"Ex-governor, 4 others injured","QUETTA: A former governor of Balochistan, Syed Fazal Agha, and four other people were injured in a road accident on... 
    ",2016-12-13,"[QUETTA, Balochistan, Syed Fazal Agha, four]","['QUETTA', 'Balochistan']",[],['Syed Fazal Agha'],[],[],[]
685,Fear stalks Chakwal after attack on Ahmadi place of worship,"Police register a case against 40 known and scores of unknown miscreants. 
    ",2016-12-14,[40],[],[],[],[],[],['Drug']
686,Absconding USC official held,"DERA MURAD JAMALI: The Federal Inves­tigation Agency (FIA) arrested on Thursday a former official in charge of the... 
    ",2016-12-16,"[DERA MURAD JAMALI:, The Federal Inves­tigation Agency, FIA, Thursday]",[],[],['DERA MURAD JAMALI:'],"['The Federal Inves\xadtigation Agency', 'FIA']",['Thursday'],[]
687,Federal govt allows three Saudi princes to hunt 100 houbara bustards,"The hunting permit holders include the governor of Tabuk and two sons of a former Saudi king.
 
    ",2016-12-16,"[Tabuk, two, Saudi]",['Tabuk'],[],[],[],[],['Assault']
688,Four injured in Kohlu blast,"QUETTA: Four people were injured in a bomb explosion in Kohlu town on Tuesday. According to Levies officials, the... 
    ",2016-12-28,"[QUETTA, Four, Kohlu, Tuesday]","['QUETTA', 'Kohlu']",[],[],[],['Tuesday'],['Terrorism']
689,5 absconders surrender,"DERA MURAD JAMALI: Five absconders allegedly involved in several crimes surrendered themselves to the deputy... 
    ",2016-12-28,"[DERA MURAD JAMALI, Five]",[],[],['DERA MURAD JAMALI'],[],[],['Terrorism']
690,Three of a family shot dead,"KARACHI: In a gruesome incident, three members of a family were shot dead in presence of children in Malir on... 
    ",2016-12-30,"[KARACHI, three, Malir]","['KARACHI', 'Malir']",[],[],[],[],['Murder']
691,Bodies of two drug addicts found,"QUETTA: Bodies of two people were found in Quetta while another man was gunned down in the border town of Chaman on... 
    ",2016-12-30,"[QUETTA, two, Quetta, Chaman]","['QUETTA', 'Quetta']",[],['Chaman'],[],[],[]
692,Eight injured in clash,"DERA MURAD JAMALI: Eight people were injured in a clash between two tribal groups in Dera Murad Jamali on... 
    ",2017-01-09,"[DERA MURAD JAMALI, Eight, two, Dera Murad Jamali]",[],[],"['DERA MURAD JAMALI', 'Dera Murad Jamali']",[],[],['Assault']
693,Policeman killed in attack,"KARACHI: A policeman was killed in an attack near his home here on Tuesday night. Officials said the 40-year-old... 
    ",2017-01-11,"[KARACHI, Tuesday, night, 40-year-old]",['KARACHI'],[],[],[],"['Tuesday', '40-year-old']",['Assault']
694,Four militants killed in encounter,"LAHORE: The Counter-Terrorism Department (CTD) of Punjab police killed four suspected militants during an... 
    ",2017-01-18,"[LAHORE, The Counter-Terrorism Department, CTD, Punjab, four]","['LAHORE', 'Punjab']",[],[],"['The Counter-Terrorism Department', 'CTD']",[],[]
695,Two shot dead in Quetta,"QUETTA: Intruders killed two men in a house in Satellite Town here on Sunday night. Police said that armed men ... 
    ",2017-01-23,"[QUETTA, two, Satellite Town, Sunday, night]",['QUETTA'],[],[],[],['Sunday'],[]
696,Five of a family among eight killed in accident,"BUNER: Eight passengers, among them five members of a family, were killed and two others suffered injuries when a... 
    ",2017-01-23,"[Eight, five, two]",[],[],[],[],[],[]
697,Militant dies in encounter,"DERA MURAD JAMALI: A suspected militant was killed in an encounter with security forces in Dera Murad Jamali... 
    ",2017-01-23,"[DERA MURAD JAMALI, encounter, Dera Murad Jamali]",[],[],"['DERA MURAD JAMALI', 'Dera Murad Jamali']",[],[],[]
698,Woman among four shot dead,"DERA MURAD JAMALI: Four people, including a woman, were gunned down by assailants in Kachhi and Jhal Magsi districts... 
    ",2017-01-29,"[DERA MURAD JAMALI, Four, Kachhi, Jhal Magsi]",[],[],"['DERA MURAD JAMALI', 'Kachhi', 'Jhal Magsi']",[],[],['Murder']
699,Two militants killed,"DERA ISMAIL KHAN: A suicide bomber blew himself up while another was shot dead during a search operation in the Loni... 
    ",2017-02-01,"[DERA ISMAIL KHAN, Loni]",[],[],"['DERA ISMAIL KHAN', 'Loni']",[],[],['Burglary']
700,Large caches of weapons seized in Gilgit-Baltistan; five arrested,"GILGIT: Large caches of weapons were seized and five people arrested in police actions in Diamer and Gilgit on... 
    ",2017-02-03,"[GILGIT, five, Diamer, Gilgit]","['Diamer', 'Gilgit']",[],[],['GILGIT'],[],[]
701,Six killed in accidents,"KHUZDAR: Six people were killed, including women and children, and seven others injuried in two traffic accidents in... 
    ",2017-02-03,"[KHUZDAR, Six, seven, two]",[],[],[],['KHUZDAR'],[],['Murder']
702,Two FC men injured in firing,"GWADAR: Two security personnel were seriously injured in an attack and a bullet-riddled body was found in Kech... 
    ",2017-02-12,"[GWADAR, Two, Kech]",[],[],[],"['GWADAR', 'Kech']",[],[]
703,Timeline of attacks on shrines in Pakistan,"March 19, 2005At least 35 people were killed and many injured when a suicide bomber attacked the shrine of Pir ... 
    ",2017-02-17,"[March 19, 2005At least 35, Pir]",[],[],['Pir'],[],['March 19'],"['Murder', 'Assault', 'Terrorism']"
704,"Four policemen, civilian killed in firing","DERA ISMAIL KHAN: Four policemen and a civilian were killed when two attackers opened fire on a police van near a... 
    ",2017-02-17,"[DERA ISMAIL KHAN, Four, two]",[],[],['DERA ISMAIL KHAN'],[],[],['Assault']
705,Eight militants killed in North Waziristan air strikes,"Son of a former TTP leader among four dead in predawn raid in Tank 
    ",2017-02-21,"[TTP, four, Tank]",[],[],[],"['TTP', 'Tank']",[],['Murder']
706,Two injured,"DERA MURAD JAMALI: Two people were injured when an improvised explosive device went off in Lehri district on Monday... 
    ",2017-02-21,"[DERA MURAD JAMALI, Two, Lehri district, Monday]",[],['Lehri district'],['DERA MURAD JAMALI'],[],['Monday'],['Terrorism']
707,Five injured in firing at Nadra office,"QUETTA: Five people were injured when the security guard of a private company opened fire after a scuffle with... 
    ",2017-02-21,"[QUETTA, Five]",['QUETTA'],[],[],[],[],['Assault']
708,"Boy, two militants killed in held Kashmir firefight","SRINAGAR: A teenage boy and two militants were killed in a firefight with government forces in India-held Kashmir on... 
    ",2017-03-10,"[two, India, Kashmir]",['India'],['Kashmir'],[],[],[],['Murder']
709,Man shot dead in Panjgur,"GWADAR: A man was shot dead in Panjgur on Thursday. According to Levies officials, Abdul Ghafoor was shot dead while... 
    ",2017-03-10,"[GWADAR, Thursday, Abdul Ghafoor]",[],[],['Abdul Ghafoor'],['GWADAR'],['Thursday'],['Murder']
710,Five terror suspects killed in DG Khan encounter,"LAHORE: Five suspected terrorists were killed in what is claimed to be an encounter and 53 others were arrested in... 
    ",2017-03-18,"[LAHORE, Five, 53]",['LAHORE'],[],[],[],[],['Murder']
711,Girl killed in accident,"DERA MURAD JAMALI: A young girl was killed and two other persons suffered injuries when two trucks collided with ... 
    ",2017-03-20,"[DERA MURAD JAMALI, two, two]",[],[],['DERA MURAD JAMALI'],[],[],[]
712,Five killed in Balochistan road accidents,"QUETTA: Five people, among them four members of an Afghan family, were killed and four others injured in two road... 
    ",2017-03-29,"[QUETTA, Five, four, Afghan, four, two]",['QUETTA'],[],[],[],[],[]
713,Five tribesmen injured in clash,"DERA MURAD JAMALI: Five people were injured in a clash over an old enmity between two groups of Umrani and Mugheri... 
    ",2017-03-29,"[DERA MURAD JAMALI, Five, two, Umrani, Mugheri]",['Umrani'],[],"['DERA MURAD JAMALI', 'Mugheri']",[],[],[]
714,Rockets fired from Afghanistan land in Kurram,"PARACHINAR: Four rockets fired from across the Afghan border landed in two villages in Kurram Agency on Sunday.... 
    ",2017-04-03,"[PARACHINAR, Four, Afghan, two, Kurram Agency, Sunday]",['Kurram Agency'],[],[],['PARACHINAR'],['Sunday'],['Terrorism']
715,Five Afghans killed in accident,"QUETTA: Five Afghan nationals were killed and two others injured in a head-on collision between a car and truck in... 
    ",2017-04-03,"[QUETTA, Five, Afghan, two]",['QUETTA'],[],[],[],[],[]
716,"Two killed, three hurt in road accidents","KHUZDAR: Two people were killed and two others injured in road accidents in Khuzdar and Lasbela districts on Sunday,... 
    ",2017-04-04,"[KHUZDAR, Two, two, Khuzdar, Lasbela, Sunday]","['Khuzdar', 'Lasbela']",[],[],['KHUZDAR'],['Sunday'],[]
717,Five killed in accident,"QUETTA: Five people, among them a minor girl, were killed and 24 others injured on Wednesday when a passenger wagon... 
    ",2017-04-06,"[QUETTA, Five, 24, Wednesday]",['QUETTA'],[],[],[],['Wednesday'],['Kidnapping']
718,Indian army kills four as strike paralyses life in held Kashmir,"SRINAGAR: Four men were killed in fighting with the Indian army in held Kashmir, as businesses and schools shut in... 
    ",2017-04-11,"[Four, Indian, Kashmir]",[],['Kashmir'],[],[],[],[]
719,"Man dies, 7 hurt in accident","QUETTA: A man died and seven other people were injured in a collision between two passenger coaches in the Khanozai... 
    ",2017-04-11,"[QUETTA, seven, two, Khanozai]","['QUETTA', 'Khanozai']",[],[],[],[],[]
720,Three RAW agents nabbed in Poonch division,"They are suspected of being involved in engineering a bomb attack in front of a police station 
    ",2017-04-15,[],[],[],[],[],[],['Assault']
721,Suspect in murder of DIGs son remanded in police custody,"KARACHI: The police guard who allegedly killed the only son of Pesha­wars deputy inspector general of police in... 
    ",2017-04-24,[KARACHI],['KARACHI'],[],[],[],[],[]
722,Four soldiers lay down their lives in Mand,"GWADAR: Four soldiers laid down their lives and three others suffered injuries in a bomb attack on a Frontier Corps... 
    ",2017-04-24,"[Four, three, Frontier Corps]",[],[],[],['Frontier Corps'],[],['Terrorism']
723,10 Iranian border guards killed,"LONDON: Ten Iranian border guards were killed by militants in an attack on the frontier with Pakistan on Wednesday,... 
    ",2017-04-27,"[LONDON, Ten, Iranian, Pakistan, Wednesday]","['LONDON', 'Pakistan']",[],[],[],['Wednesday'],['Murder']
724,Five militants killed in Mand encounter,"GWADAR: Five suspected militants were killed and two security officials suffered injuries in a fierce gun battle in... 
    ",2017-04-28,"[Five, two]",[],[],[],[],[],[]
725,Five more arrested in Mardan case,"MARDAN: Police have arrested five more suspects in the Mashal Khan lynching case with the total number of detained... 
    ",2017-04-29,"[MARDAN, five]",['MARDAN'],[],[],[],[],[]
726,Over 100 injured as TV show stage collapses,"ISLAMABAD: Over 100 people were injured in an accident on Friday night during the recording of a television show,... 
    ",2017-04-29,"[ISLAMABAD, Over 100, Friday, night]",['ISLAMABAD'],[],[],[],['Friday'],['Assault']
727,Office-bearer  of Musharrafs party held over fake currency,"Javed Mughal, president of the APML Muzaffar­abad, was booked in a number of cases of fraud and forgery, said police. 
    ",2017-04-30,"[Javed Mughal, the APML Muzaffar­abad]",[],[],['Javed Mughal'],['the APML Muzaffar\xadabad'],[],[]
728,Suspected militant killed in Pasni encounter,"QUETTA: A suspected militant was killed in an exchange of fire with security forces in Pasni on Sunday. According to... 
    ",2017-05-01,"[QUETTA, Pasni, Sunday]","['QUETTA', 'Pasni']",[],[],[],['Sunday'],[]
729,Seven killed in attack on bank van in held Kashmir,"SRINAGAR: Seven people, including five policemen, were killed on Monday when suspected militants attacked a bank van... 
    ",2017-05-02,"[Seven, five, Monday]",[],[],[],[],['Monday'],['Assault']
730,Three militants killed in cross-border attack on posts,"KARACHI: Three suspected militants were killed following an attack on some Pakistani posts from across the border in... 
    ",2017-05-02,"[KARACHI, Three, Pakistani]",['KARACHI'],[],[],[],[],['Kidnapping']
731,Rangers man arrested at Karachi exam centre,"The man was arrested by police at the Government Pre­mier College for interfering in intermediate examination. 
    ",2017-05-10,[the Government Pre­mier College],[],[],[],['the Government Pre\xadmier College'],[],[]
732,Two FC men wounded in Afghan firing,"PARACHINAR: Two Frontier Corps soldiers were injured in firing by Afghan border security forces on a check-post in... 
    ",2017-05-13,"[PARACHINAR, Two, Frontier Corps, Afghan]",[],[],[],"['PARACHINAR', 'Frontier Corps']",[],[]
733,Election officer killed in accident,"DERA MURAD JAMALI: An election officer in Jhal Magsi district was killed in a road accident while three people lost... 
    ",2017-05-13,"[DERA MURAD JAMALI, Jhal Magsi, three]",[],[],"['DERA MURAD JAMALI', 'Jhal Magsi']",[],[],[]
734,Four more  convicted by military  courts hanged,"RAWALPINDI: Four men convicted of heinous offences relating to terrorism, including killing civilians, attacking... 
    ",2017-05-18,"[RAWALPINDI, Four]",[],[],[],['RAWALPINDI'],[],['Terrorism']
735,Two die after inhaling gas in well,"DERA MURAD JAMALI: Two people died and five others fell unconscious after inhaling poisonous gas while working ... 
    ",2017-05-23,"[DERA MURAD JAMALI, Two, five]",[],[],['DERA MURAD JAMALI'],[],[],[]
736,Man commits suicide,"GWADAR: A man committed suicide in the Nogdo area of Gwadar district on Monday. Police said the man identified as ... 
    ",2017-05-23,"[GWADAR, Nogdo, Gwadar, Monday]","['Nogdo', 'Gwadar']",[],[],['GWADAR'],['Monday'],[]
737,Four abducted men recovered,"QUETTA: Levies personnel on Thursday recovered four kidnapped people in Taftan town near the Pak-Iran border and... 
    ",2017-05-26,"[QUETTA, Thursday, four, Taftan, Pak]","['QUETTA', 'Taftan', 'Pak']",[],[],[],['Thursday'],[]
738,Two children drown,"DERA MURAD JAMALI: A man and two children died on Wednesday in separate incidents at Usta Muhammad and Goth Ghulam... 
    ",2017-06-01,"[DERA MURAD JAMALI, two, Wednesday, Usta Muhammad, Goth Ghulam]",[],[],"['DERA MURAD JAMALI', 'Usta Muhammad', 'Goth Ghulam']",[],['Wednesday'],[]
739,Pictures of terrorists killed in Mastung released,"ISLAMABAD: The Inter-Services Public Relations has released pictures of 12 terrorists killed during an operation in... 
    ",2017-06-09,"[ISLAMABAD, The Inter-Services Public Relations, 12]",['ISLAMABAD'],[],[],['The Inter-Services Public Relations'],[],['Murder']
740,Levies official killed,"DERA MURAD JAMALI: A Levies official was killed in an encounter with robbers in Jhal Magsi district on Thursday. The... 
    ",2017-06-09,"[DERA MURAD JAMALI, Jhal Magsi, Thursday]",[],[],"['DERA MURAD JAMALI', 'Jhal Magsi']",[],['Thursday'],[]
741,Parachinar blasts toll rises to 72,"PARACHINAR: Five more people injured in the deadly twin bomb explosions in Parachinar succumbed to their injuries on... 
    ",2017-06-26,"[PARACHINAR, Five, Parachinar]",['Parachinar'],[],[],['PARACHINAR'],[],[]
742,Coalmine worker shot dead,"QUETTA: Armed men gunned down a coalmine worker and injured two others in the Marwar area of Bolan district on... 
    ",2017-07-05,"[QUETTA, two, Marwar, Bolan district]","['QUETTA', 'Marwar']",['Bolan district'],[],[],[],['Murder']
743,Two policemen die in accident,"GWADAR: Two police personnel were killed and six other people, including two under trail prisoners, injured in a ... 
    ",2017-07-10,"[GWADAR, Two, six, two]",[],[],[],['GWADAR'],[],"['Murder', 'Assault']"
744,"Three terror suspects held, arms seized","QUETTA: Three suspected terrorists were arrested and a cache of arms and ammunition was seized in Quetta and Zhob on... 
    ",2017-07-10,"[QUETTA, Three, Quetta, Zhob]","['QUETTA', 'Quetta', 'Zhob']",[],[],[],[],[]
745,SHO among three killed in shootout with bandits in Rujhan,"DERA GHAZI KHAN: Three people, an SHO among them, was gunned down in an armed clash between bandits of Pat gang and... 
    ",2017-07-13,"[DERA GHAZI KHAN, Three, SHO, Pat gang]",[],[],"['DERA GHAZI KHAN', 'Pat gang']",['SHO'],[],"['Murder', 'Assault']"
746,Balochistan pays compensation money to heirs of nine workers from Sindh,"Seven of these men were among 20 labourers killed in an attack in Turbat on April 11, 2015. 
    ",2017-07-19,"[Seven, 20, Turbat, April 11, 2015]",['Turbat'],[],[],[],"['April 11, 2015']",['Terrorism']
747,Two gunned down,"QUETTA: Two persons were killed and another was injured when unidentified gunmen opened fire on their vehicle in the... 
    ",2017-07-19,"[QUETTA, Two]",['QUETTA'],[],[],[],[],['Murder']
748,Food security situation improved in Fata: report,"From 44pc in 2014, only 24pc temporary displaced persons food insecure in 2017. 
    ",2017-08-01,"[44pc, 2014, 2017]",[],[],[],[],"['2014', '2017']",[]
749,Boy killed in Karachi blast,"KARACHI: A boy was killed and four other people, including a girl, were injured in an explosion that took place near... 
    ",2017-08-20,"[KARACHI, four]",['KARACHI'],[],[],[],[],[]
750,Iranian forces fire shells into Kech,"GWADAR: Iranian border forces fired two mortar shells into Pakistani territory near the Buleda area of Kech district... 
    ",2017-08-20,"[GWADAR, Iranian, two, Pakistani, Buleda, Kech]",['Kech'],['Buleda'],['GWADAR'],[],[],['Terrorism']
